name,number,airDate,overview,season,serie,serieId
Mr. Plow,9,,"Homer starts a thriving snow-plowing business, but cutthroat competition arrives when Barney sets up shop as the ""Plow King."" When an avalanche buries Barney, Homer realizes the rivalry has gone too far.",4,The Simpsons,18
Lisa's First Word,10,,"While trying to get Maggie to say her first word, Marge and Homer reminisce about Bart's and Lisa's first words.",4,The Simpsons,18
Homer's Triple Bypass,11,,"Homer's doughnut-clogged heart needs a triple bypass operation, but Dr. Hibbert's fee is $40,000... so Homer takes his chances with Dr. Nick Riviera, who'll do any operation for $129.",4,The Simpsons,18
Marge vs. the Monorail,12,,"When Springfield gets a sudden windfall, a charismatic traveling salesman convinces the town to build a monorail.",4,The Simpsons,18
Selma's Choice,13,,"After seeing Aunt Gladys die alone, Aunt Selma wants to get married and have a baby... until she spends a day babysitting Bart and Lisa at Duff Gardens.",4,The Simpsons,18
Brother from the Same Planet,14,,"When Homer neglects Bart once too often, Bart goes to the Big Brother program to get a new father figure. Stung, Homer replaces Bart with a little brother.",4,The Simpsons,18
I Love Lisa,15,,"Ralph Wiggum mistakes pity for love when Lisa gives him a Valentine's Day card. After a public humiliation, broken-hearted Ralph gives an unexpectedly moving performance in the school's President's Day pageant.",4,The Simpsons,18
Duffless,16,,"After a DUI, Homer swears off beer for a month. Meanwhile, Bart and Lisa's sibling rivalry plays out in the school science fair.",4,The Simpsons,18
Last Exit to Springfield,17,,"Homer negotiates his union's contract with Mr. Burns, mindful that he needs a dental plan for Lisa's new braces. Burns mistakes Homer's utter ineptitude for strategy and concedes, on the condition that Homer resign as union president.",4,The Simpsons,18
So It's Come to This: A Simpsons Clip Show,18,,An April Fools' Day prank provides the jumping-off point for Simpson family flashbacks.,4,The Simpsons,18
The Front,19,,"Convinced that Itchy & Scratchy has been going downhill, Bart and Lisa pen their own script and sign Grandpa Simpson's name to it. Meanwhile, Homer goes back to school to make up a missing credit.",4,The Simpsons,18
Whacking Day,20,,Lisa takes a stand against Springfield's annual snake-bashing festival.,4,The Simpsons,18
Marge in Chains,21,,"Overwhelmed by her family's demands during a flu epidemic, Marge accidentally shoplifts at the Kwik-E-Mart and winds up in prison.",4,The Simpsons,18
Krusty Gets Kancelled,22,,"An advertising blitz for ""Gabbo"" spells trouble for Krusty: his show gets canceled when the new ventriloquist act gets higher ratings. Bart and Lisa enlist Krusty's Hollywood pals for a comeback special.",4,The Simpsons,18
Homer's Barbershop Quartet,1,,"Through flashbacks, Homer recalls the dizzying rise and fall of his Beatles-esque barbershop quartet. The Be Sharps reunite for one last concert on the roof of Moe's Tavern.",5,The Simpsons,18
Cape Feare,2,,"When Bart receives death threats from newly paroled Sideshow Bob, the family goes into the Witness Relocation Program and starts a new life on a houseboat on Terror Lake.",5,The Simpsons,18
Homer Goes to College,3,,"Burns discovers that Homer is grossly unqualified to be a nuclear safety inspector, so Homer enrolls at Springfield University to study nuclear physics. While there, Homer befriends three nerds and instigates a prank that gets them expelled.",5,The Simpsons,18
Rosebud,4,,"Mr. Burns pines away for Bobo, his beloved childhood teddy bear and symbol of lost innocence. When the bear turns up in Maggie's possession, the resulting tug of war affects the whole town.",5,The Simpsons,18
Treehouse of Horror IV,5,,"In ""The Devil and Homer Simpson,"" Homer sells his soul for a doughnut. Next, in the Twilight Zone spoof ""Terror at 5 1/2 Feet,"" everyone doubts Bart's sanity when he's the only one to see a gremlin sabotaging the school bus. In ""Bart Simpson's Dracula,"" the family turns into vampires, and Lisa sends Homer to the Burns mansion in an attempt to kill the head vampire.",5,The Simpsons,18
Marge on the Lam,6,,"When Marge has a girls' night out with a new neighbor, they wind up roaring toward a cliff in a Thelma-and-Louise-style car chase.",5,The Simpsons,18
Bart's Inner Child,7,,"Bart heckles the guru at a self-help seminar, and the man presents him to the audience as a role model for their ""inner child."" But when the whole town tries to ""be like Bart,"" things start to fall apart.",5,The Simpsons,18
Boy-Scoutz 'n the Hood,8,,"After a reckless Squishee bender with Milhouse, Bart wakes to the shocking realization that he joined the Junior Campers. Lured by pocketknives and knot-tying lessons, Bart assimilates into the group but then must face the father-son rafting trip.",5,The Simpsons,18
The Last Temptation of Homer,9,,"Homer struggles with his attraction to new coworker Mindy, a beautiful engineer whose love for doughnuts is equal to his own.",5,The Simpsons,18
$pringfield,10,,"When gambling is legalized in Springfield, Mr. Burns opens an extravagant casino on the waterfront. Meanwhile, Bart opens a casino in his treehouse. Burns becomes a germ-phobic recluse and Homer must tear Marge away from the slot machines.",5,The Simpsons,18
Homer the Vigilante,11,,"When a cat burglar prowls Springfield, Homer forms a citizens' watch group that winds up breaking more laws than they protect. When the cat burglar sets his sights on the world's biggest cubic zirconia, a clue comes from an unexpected source.",5,The Simpsons,18
Bart Gets Famous,12,,"Working as Krusty the Clown's assistant, Bart accidentally steals the limelight by blurting an instant catchphrase: ""I didn't do it."" But when he tries to capitalize on his fifteen minutes of fame, the fans are fickle.",5,The Simpsons,18
Homer and Apu,13,,"Fired for selling tainted meat to Homer, Apu tries to make amends to the Simpsons, and Homer joins him in a pilgrimage to Kwik-E-Mart headquarters in India.",5,The Simpsons,18
Lisa vs. Malibu Stacy,14,,"Lisa is shocked to find that her new Malibu Stacy doll reinforces negative stereotypes of women. With Smithers' help, Lisa tracks down the original creator of Malibu Stacy and convinces her to market a new doll that's a better role model for girls.",5,The Simpsons,18
Deep Space Homer,15,,"Dejected by a lack of recognition at work, Homer makes a crank call to NASA and winds up being chosen to ride into space with astronauts.",5,The Simpsons,18
Homer Loves Flanders,16,,"Homer and Flanders bond over a football game. As the two friends become inseparable, Flanders struggles with a growing dislike of Homer that finally blows up in front of the entire church congregation.",5,The Simpsons,18
Bart Gets an Elephant,17,,Bart wins a wacky radio contest and forgoes the cash to claim the gag prize instead: an elephant.,5,The Simpsons,18
Burns' Heir,18,,"The childless Mr. Burns selects Bart as his heir and begins grooming him for his new role. As a test of loyalty, Mr. Burns orders Bart to fire Homer.",5,The Simpsons,18
Sweet Seymour Skinner's Baadasssss Song,19,,"When Bart gets Principal Skinner fired, Ned Flanders is brought in to act as principal. Skinner befriends his former nemesis and the pair look for a way to get Skinner reinstated.",5,The Simpsons,18
The Boy Who Knew Too Much,20,,"Playing hooky, Bart sneaks onto the Quimby Compound and is the only witness when Mayor Quimby's ne'er-do-well nephew Freddy allegedly assaults a snooty French butler. But if he comes forward, he will be punished for truancy.",5,The Simpsons,18
Lady Bouvier's Lover,21,,"Mr. Burns and Grandpa Simpson compete for the affections of Marge's mother. The more dashing suitor prevails, but in a scene straight out of The Graduate, Grandpa crashes the wedding just before Mrs. Bouvier becomes Mrs. Burns.",5,The Simpsons,18
Secrets of a Successful Marriage,22,,"Homer teaches an adult education class on successful marriage, but his students show little interest until he starts telling them juicy details of his marriage to Marge. Furious, Marge kicks Homer out.",5,The Simpsons,18
Bart of Darkness,1,,"Stuck in his room with a broken leg, Bart hears a high-pitched scream. When he looks through his telescope, he sees a guilty Ned Flanders burying the evidence.",6,The Simpsons,18
Lisa's Rival,2,,"Lisa feels threatened when a new girl moves to Springfield: Allison is smart, pretty, a great saxophone player and a crack diorama builder. Lisa tries to befriend her new rival, but she's consumed with envy and competitiveness.",6,The Simpsons,18
Another Simpsons Clip Show,3,,"After reading the weepy best-seller The Bridges of Madison County, Marge sits down with the family and recalls romantic moments, along with temptations from her bowling instructor Jacques and Homer's coworker Mindy.",6,The Simpsons,18
Itchy & Scratchy Land,4,,The family's trip to Itchy & Scratchy Land takes an unexpected turn when high-tech robots malfunction and become violent.,6,The Simpsons,18
Sideshow Bob Roberts,5,,"Backed by a cabal of Republicans and the talk radio blowhard Birch Barlow, Sideshow Bob runs for mayor of Springfield. When new mayor Bob decides to build a freeway right through the Simpson's' home, Bart and Lisa set out to prove the election was rigged.",6,The Simpsons,18
Treehouse of Horror V,6,,"In ""The Shinning,"" Homer becomes groundskeeper of Mr. Burns' isolated mountain mansion. Next, in ""Time and Punishment,"" Homer tries to fix the toaster and winds up traveling through time. In ""Nightmare Cafeteria,"" Principal Skinner finds an ingenious way to reduce overcrowding in the detention room and deal with cafeteria budget cuts.",6,The Simpsons,18
Bart's Girlfriend,7,,"Smitten with Reverend Lovejoy's daughter Jessica, Bart tries to reform to win her heart -- but what she really wants is a bad boy. When she steals the church collection plate, Bart finds he's in over his head.",6,The Simpsons,18
Lisa on Ice,8,,"When she nearly flunks gym class, Lisa is forced to take up a sport. She's a natural at hockey, but things get complicated when her team faces off against Bart's. In a tense moment on the ice, sibling rivalry melts into sibling loyalty.",6,The Simpsons,18
Homer Badman,9,,"When Homer gropes for a gummy candy stuck to the babysitter's pants, she mistakes his intentions and turns the town against him.",6,The Simpsons,18
Grampa vs. Sexual Inadequacy,10,,"Grandpa Simpson's miracle elixir reinvigorates Homer and Marge's sex life. When father and son embark on an old-fashioned medicine show to sell the love tonic, they rake in the money, but eventually old resentments bubble up between them.",6,The Simpsons,18
Fear of Flying,11,,"When they try to go on vacation, the family discovers Marge's debilitating fear of flying. Marge consults a psychoanalyst to find the source of her baffling fear.",6,The Simpsons,18
Homer the Great,12,,Homer joins the secret society of the Stonecutters and is suddenly exalted when the brethren discover his birthmark. The ancient order is shaken to the core by the ineptitude of its new Chosen One.,6,The Simpsons,18
And Maggie Makes Three,13,,"The story of Maggie's birth is told in flashbacks: after Homer quits the Springfield Nuclear Power Plant to pursue his dream of working at a bowling alley, Marge reveals that she is pregnant.",6,The Simpsons,18
Bart's Comet,14,,"When Bart is forced to assist Principal Skinner in early-morning astronomy observations, he discovers a giant comet heading towards Springfield. Facing impending doom, the entire town shows up at the Flanders family bomb shelter.",6,The Simpsons,18
Homie the Clown,15,,Krusty the Clown's reckless spending forces him to open a clown college to keep afloat. New graduate Homer discovers the perks and perils of being Krusty.,6,The Simpsons,18
Bart vs. Australia,16,,"After Bart's prank phone call to Australia goes awry, the Simpsons must fly out to the land down under and apologize to the Australian people. When they discover Bart's penalty will be a kick in the pants, international relations deteriorate.",6,The Simpsons,18
Homer vs. Patty & Selma,17,,"Homer must turn to his sisters-in-law for a loan. Relishing Homer's degradation, Patty and Selma make him their slave. But when the sisters are caught smoking on the job, Homer reluctantly covers for them, saving their jobs. Meanwhile, Bart is late to sign up for a gym class and must take the only class still open -- ballet.",6,The Simpsons,18
A Star Is Burns,18,,"Springfield plays host to a film festival. Among the contenders for best film: Barney presents ""Pukahontas,"" a haunting meditation on his alcoholism; Mr. Burns commissions the fawning biography ""A Burns for All Seasons""; and Hans Moleman exploits misfortune with ""Man Getting Hit by Football.""",6,The Simpsons,18
Lisa's Wedding,19,,"A fortune teller foresees Lisa's future marriage to an upper-crust Harvard classmate. After a series of embarrassing incidents, Lisa comes to realize that even though her family may not be classy, she loves them the way they are.",6,The Simpsons,18
Two Dozen and One Greyhounds,20,,"When Santa's Little Helper sires a litter of puppies, Mr. Burns adopts them, secretly scheming to use their pelts to make a fur tuxedo. When Bart and Lisa confront Mr. Burns, he relents and turns the puppies into racing dogs instead.",6,The Simpsons,18
The PTA Disbands,21,,"A teachers' strike forces the Board of Education to enlist PTA members as substitute teachers. Realizing he preferred the old regime, Bart locks Skinner and Mrs. Krabappel in a room together until they can agree on the contract.",6,The Simpsons,18
'Round Springfield,22,,"Lisa is reunited with her idol, Bleeding Gums Murphy, but their time together is short-lived. When the jazz legend passes away, a heartbroken Lisa wants to buy his rare album for $500 and play it on the local jazz station as a tribute.",6,The Simpsons,18
The Springfield Connection,23,,"After Marge helps catch a petty criminal, the adrenaline rush inspires her to join the Springfield Police Department. Marge experiences feelings of power and authority that she's never known before, but police corruption makes her question her newfound calling.",6,The Simpsons,18
Lemon of Troy,24,,The simmering rivalry between Springfield and a neighboring town heats up when Shelbyville kids steal Springfield's prized lemon tree.,6,The Simpsons,18
Who Shot Mr. Burns? - Part I,25,,"In Part One of this two-part suspense story, Mr. Burns' evil schemes go too far. When Burns winds up shot, everyone is a suspect.",6,The Simpsons,18
Who Shot Mr. Burns? - Part II,1,,"With Mr. Burns shot, Chief Wiggum investigates the crime, and nearly everyone in town has a motive. At the end, it all comes down to the Simpson DNA.",7,The Simpsons,18
Radioactive Man,2,,"Bart longs to play ""Fallout Boy"" in the new Radioactive Man movie, but the Van Houtens thrust Milhouse into the spotlight. Meanwhile, the town of Springfield sees an opportunity for profit.",7,The Simpsons,18
Home Sweet Homediddly-Dum-Doodily,3,,"When Homer and Marge are found to be unfit parents, the kids are placed with the Flanders family. Reluctant participants in the Flanderses' wholesome family activities, Bart and Lisa become the targets of an emergency baptism.",7,The Simpsons,18
Bart Sells His Soul,4,,"Bart sells his soul to Milhouse for five dollars, but soon regrets his decision. Meanwhile, Moe turns the Tavern into a family-friendly restaurant.",7,The Simpsons,18
Lisa the Vegetarian,5,,"After visiting a local petting zoo, Lisa becomes a vegetarian and faces ridicule from family and friends. When she lashes out and ruins Homer's barbecue, she learns a lesson in tolerance.",7,The Simpsons,18
Treehouse of Horror VI,6,,"In ""Attack of the 50 Foot Eyesores,"" strange atmospheric conditions bring giant advertising statues to life. In ""Nightmare on Evergreen Terrace,"" Groundskeeper Willie is killed in a freak accident and seeks revenge in the childrens' dreams. In the final segment, Homer steps through a secret portal and becomes three-dimensional.",7,The Simpsons,18
King-Size Homer,7,,"Homer tries to gain sixty pounds so he can stay home on disability. When he nearly causes a catastrophe at the plant, Homer reconsiders his plan.",7,The Simpsons,18
Mother Simpson,8,,"Homer discovers that his mother is still alive, a former radical who is a fugitive from the law. When her old nemesis Burns spots her and tips off the FBI, she is forced to return to the underground.",7,The Simpsons,18
Sideshow Bob's Last Gleaming,9,,"After Sideshow Bob escapes from prison, the Springfield Air Show is the setting for his ill-fated vendetta against television and Krusty the Clown.",7,The Simpsons,18
The Simpsons 138th Episode Spectacular,10,,"Troy McClure hosts a behind-the-scenes look at the show, including clips of the series' beginnings as filler on ""The Tracy Ullman Show,"" Simpsons trivia questions, and unaired scenes from popular episodes.",7,The Simpsons,18
Marge Be Not Proud,11,,"Nabbed for shoplifting, Bart manages to keep it a secret from the family... until it's time to have the family Christmas photo taken at the Try-N-Save.",7,The Simpsons,18
Team Homer,12,,"Homer catches Mr. Burns in an ether-induced haze and asks for $500 for his bowling team. When Burns' head clears, he demands to join the team. Meanwhile, Bart's inflammatory T-shirt provokes Principal Skinner to require school uniforms.",7,The Simpsons,18
Two Bad Neighbors,13,,"Homer resents being upstaged when former president George Bush moves into the neighborhood. After Bush spanks Bart, an all-out prank war ensues.",7,The Simpsons,18
Scenes from the Class Struggle in Springfield,14,,"A chance encounter with a former classmate yields an invitation to the Springfield Country Club, where Marge tries to parlay a bargain basement Chanel suit into elevated social status for her family.",7,The Simpsons,18
Bart the Fink,15,,"In a scheme to get Krusty's autograph, Bart sends him a check. When Krusty's offshore holding corporation endorses the check, his illegal tax shelter is exposed. In despair after the government auctions off his possessions, Krusty fakes his own death.",7,The Simpsons,18
Lisa the Iconoclast,16,,"While researching into Jebediah Springfield's past for an essay, Lisa discovers that the town founder wasn't the hero that everyone thinks he was.",7,The Simpsons,18
Homer the Smithers,17,,"Forced to take a vacation, Smithers needs to find a temporary replacement who won't outshine him. Homer seems the perfect choice until a sudden outburst forces Mr. Burns to assert his independence.",7,The Simpsons,18
The Day the Violence Died,18,,"Bart meets the original animator who created Itchy, penniless some 70 years after the studio stole his idea. When Bart helps him sue for restitution, he unwittingly bankrupts Itchy & Scratchy.",7,The Simpsons,18
A Fish Called Selma,19,,"Washed up and plagued by scandal, Troy McClure sees a marriage to Selma as his ticket back to success.",7,The Simpsons,18
Bart on the Road,20,,"Bart creates a fake driver's license for himself and uses it to go on a spring break road trip with Milhouse, Nelson, and Martin. Meanwhile, Homer and Lisa bond after spending some quality time together at work.",7,The Simpsons,18
22 Short Films About Springfield,21,,"Bart and Milhouse wonder if anything interesting happens to the citizens of Springfield, which leads to a series of interconnected vignettes.",7,The Simpsons,18
"Raging Abe Simpson and His Grumbling Grandson in ""The Curse of the Flying Hellfish""",22,,"When a fellow veteran dies, Grandpa Simpson and Mr. Burns fight for buried WWII treasure as the only surviving members of their battalion.",7,The Simpsons,18
Much Apu About Nothing,23,,"When Mayor Quimby uses immigrants as a political scapegoat, the Simpsons discover that Apu is an illegal immigrant.",7,The Simpsons,18
Homerpalooza,24,,"To show his kids how hip he is, Homer takes Bart and Lisa to a music festival, where he earns himself a place in the sideshow by catching a cannonball with his belly.",7,The Simpsons,18
Summer of 4 Ft. 2,25,,"On a family vacation, Lisa tries on a new identity to fit in with the other kids at the beach. Jealous, Bart reveals her true nerdiness to the group.",7,The Simpsons,18
Treehouse of Horror VII,1,,"In ""The Thing and I,"" Bart discovers his evil Siamese twin in the attic. In ""The Genesis Tub,"" Lisa's science experiment becomes a quickly-developing micro-universe, where she is thought of as God and Bart is the devil. In ""Citizen Kang,"" aliens replace Clinton and Dole just in time for the election.",8,The Simpsons,18
You Only Move Twice,2,,"When Homer accepts a job offer, the Simpsons move to Cypress Creek, where everything seems too good to be true. Finally happy at his job, Homer fails to notice that his new boss is an evil megalomaniac bent on world domination.",8,The Simpsons,18
The Homer They Fall,3,,"When Moe sees that Homer can absorb massive blows to the head, he turns him into a prizefighter and sets up a match with heavyweight champion Drederick Tatum.",8,The Simpsons,18
"Burns, Baby Burns",4,,"Mr. Burns' boorish long-lost son Larry gets the brush-off from Burns, but Homer hatches a plan to reconcile them.",8,The Simpsons,18
Bart After Dark,5,,"After trespassing and damaging property at a mysterious old house, Bart is required to work there as a punishment... but it turns out to be a burlesque house.",8,The Simpsons,18
A Milhouse Divided,6,,"Kirk and Luann Van Houten are getting a divorce. Homer is confident that it will never happen to him, but Kirk tells him how quickly things can change.",8,The Simpsons,18
Lisa's Date with Density,7,,"Lisa develops a crush on Nelson and tries to change him into a better person. Meanwhile, Homer finds an autodialer and starts a telemarketing scam.",8,The Simpsons,18
Hurricane Neddy,8,,"A hurricane destroys the Flanders' home and they have to move into the church basement. The people of Springfield gather to rebuild their house, but when Ned sees the poor workmanship, he has a complete breakdown.",8,The Simpsons,18
El Viaje Misterioso de Nuestro Jomer (The Mysterious Voyage of Homer),9,,"After eating a dish laced with potent peppers during the chili cookoff, Homer has hallucinations where a mystical coyote urges him to find his soulmate.",8,The Simpsons,18
The Springfield Files,10,,"Homer witnesses something out of this world in Springfield woods, but no one believes him -- not even FBI agents Fox Mulder and Dana Scully, who come to investigate the incident.",8,The Simpsons,18
The Twisted World of Marge Simpson,11,,"Marge's new pretzel franchise is failing until Homer strikes a deal with Fat Tony, Springfield's local mobster.",8,The Simpsons,18
Mountain of Madness,12,,"To promote teamwork amongst the power plant's employees, Mr. Burns makes them go on a corporate retreat up in the mountains.",8,The Simpsons,18
Simpsoncalifragilisticexpiala(Annoyed Grunt)cious,13,,"Marge is stressed by the demands of motherhood and the Simpsons get a magical British nanny, who floats down from the sky holding an umbrella.",8,The Simpsons,18
The Itchy & Scratchy & Poochie Show,14,,"In an attempt to boost ratings, the Itchy and Scratchy Show adds a new ""in-your-face"" character voiced by Homer.",8,The Simpsons,18
Homer's Phobia,15,,"The Simpsons befriend a shop owner, but when Homer discovers the man is gay, he worries about his influence on Bart.",8,The Simpsons,18
Brother from Another Series,16,,"When Sideshow Bob is released from prison, his brother Cecil puts him in charge of building Springfield's new hydroelectric dam.",8,The Simpsons,18
"My Sister, My Sitter",17,,"Lisa has a stellar reputation as a babysitter, but when Homer and Marge leave her in charge of Bart and Maggie, everything starts going wrong.",8,The Simpsons,18
Homer vs. the Eighteenth Amendment,18,,"When Prohibition is revived in Springfield, Homer and Bart supply the town with alcohol.",8,The Simpsons,18
Grade School Confidential,19,,"Bart discovers Principal Skinner and Mrs. Krabappel kissing, and it's not long before the whole town knows of their secret affair.",8,The Simpsons,18
The Canine Mutiny,20,,"When Bart can't pay the credit card bill for his expensive new purebred dog, the repo men unwittingly take Santa's Little Helper.",8,The Simpsons,18
The Old Man and the Lisa,21,,"Financially ruined, Mr. Burns turns to Lisa for help in building a recycling business. Lisa believes he's changed, but his new business venture takes a shocking new direction.",8,The Simpsons,18
In Marge We Trust,22,,"Disturbed that Reverend Lovejoy has lost interest in counseling parishioners, Marge volunteers as the ""Listen Lady."" Meanwhile, Homer sees his likeness on a box of Japanese detergent.",8,The Simpsons,18
Homer's Enemy,23,,A hardworking new employee at the power plant is consumed with resentment at Homer's undeserved success.,8,The Simpsons,18
The Simpsons Spin-Off Showcase,24,,"Troy McClure presents three Simpsons spinoff spoofs: In ""Chief Wiggum, P.I.,"" Chief Wiggum becomes a New Orleans detective. Next, Grampa Simpson's soul is trapped inside Moe's Love tester machine in ""The Love-Matic Grampa."" Finally, the Simpson family hosts a '70s-style variety show.",8,The Simpsons,18
The Secret War of Lisa Simpson,25,,"When Bart is sent to military school after playing a prank on the town, Lisa decides to join him... as the school's only girl cadet.",8,The Simpsons,18
The City of New York vs. Homer Simpson,1,,"Designated driver Barney absconds to Manhattan in Homer's car and leaves it there. But when the family journeys to the Big Apple to retrieve their property, Homer discovers his car has been booted.",9,The Simpsons,18
The Principal and the Pauper,2,,"Unmasked as an impostor, Principal Skinner flees to Capital City to reclaim his former life as a shiftless good-for-nothing. The people of Springfield gain a newfound appreciation for him and form a plan to bring him back.",9,The Simpsons,18
Lisa's Sax,3,,"After Lisa’s saxophone is destroyed, the Simpsons reminisce about how she originally got the instrument. On the hottest day of the year, Homer must decide whether to buy an air conditioner or replace Lisa’s sax.",9,The Simpsons,18
Treehouse of Horror VIII,4,,"In “The Homega Man,” Homer faces a post-apocalyptic Springfield. Next, Bart attempts to become Superfly in ""Fly vs. Fly."" In “Easy-Bake Coven,” amidst a witch hunt in 1649, Marge and her sisters invent trick-or-treating.",9,The Simpsons,18
The Cartridge Family,5,,"Alarmed by a soccer riot, Homer buys a handgun. His reckless behavior drives Marge and the kids out of the house, and even his new gun club buddies desert him.",9,The Simpsons,18
Bart Star,6,,"When Homer becomes the coach of a peewee football team, he replaces star quarterback Nelson with the less talented Bart. Facing his teammates’ scorn, Bart looks for a way out but finds a better way to show his team spirit.",9,The Simpsons,18
The Two Mrs. Nahasapeemapetilons,7,,"Trying to escape his arranged marriage, Apu asks Marge to pose as his wife during his mother’s visit. When the ruse fails, Homer makes a last-ditch attempt to intervene, but Apu is smitten with his new bride Manjula.",9,The Simpsons,18
Lisa the Skeptic,8,,"When a skeleton is unearthed at the site of a future shopping mall, all Springfield is convinced it is the skeleton of an angel – except Lisa.",9,The Simpsons,18
Realty Bites,9,,"When Marge gets her real estate license, she learns to put a positive spin on the flaws of the houses she’s selling. But when the Flanders buy the Murder House, she realizes she has to tell the truth.",9,The Simpsons,18
Miracle on Evergreen Terrace,10,,"After accidentally ruining the family’s Christmas tree and presents, Bart buries the evidence and claims a burglar stole everything. When Kent Brockman does a human interest story on the family’s tragic loss, the townspeople shower the family with generosity… until the truth comes out.",9,The Simpsons,18
"All Singing, All Dancing",11,,"Homer rents a Clint Eastwood movie and is dismayed to find it's a musical. Using clips from past episodes, the rest of the family reminds him about the many times he and other members of the family and town have broken into song and dance.",9,The Simpsons,18
Bart Carny,12,,"When the carnival comes to town, Homer and Bart wind up working the ring toss. A father-son team of grifters shows them the downside of the “carny code,” but the Simpsons beat them at their own game.",9,The Simpsons,18
The Joy of Sect,13,,"A cult lures in most of Springfield to toil for “The Leader.” After Marge escapes and has the family deprogrammed, Homer exposes the man behind the spaceship.",9,The Simpsons,18
Das Bus,14,,"When Otto drives the school bus off a bridge, the kids wind up on a deserted island, fending for themselves in a “Lord of the Flies” parody. Back in Springfield, Homer takes on Bill Gates.",9,The Simpsons,18
The Last Temptation of Krust,15,,"Krusty bombs at a charity comedy event and feels like a tired old hack. With the Simpsons’ support, Krusty takes his act in a fresh new direction… but in the end, his true nature asserts itself.",9,The Simpsons,18
Dumbbell Indemnity,16,,"Moe goes broke trying to wine and dine a new girlfriend. Desperate for money, he cooks up an insurance scam with Homer.",9,The Simpsons,18
Lisa the Simpson,17,,"Lisa struggles with solving a simple puzzle and fears that the ""Simpson gene” is suddenly wiping out her intelligence. Homer stages a family reunion in hopes of introducing Lisa to some Simpsons she can respect.",9,The Simpsons,18
This Little Wiggy,18,,"At Marge’s insistence, Bart has a “play date” with Ralph. Bart suddenly sees the upside of this friendship when he discovers Chief Wiggum’s “master key” and goes to explore Springfield’s abandoned prison.",9,The Simpsons,18
Simpson Tide,19,,"When Homer joins the Naval Reserve, a captain takes a liking to him and leaves him in charge of a nuclear submarine.",9,The Simpsons,18
The Trouble with Trillions,20,,"Facing an IRS audit, Homer agrees to help the feds bust Mr. Burns for a missing trillion-dollar bill. When Burns makes an anti-government stand, Homer flees with him to Cuba.",9,The Simpsons,18
Girly Edition,21,,"Lisa becomes the anchor of a kids’ news program but is upstaged by Bart’s treacly human interest stories. At home, Homer corrupts a helper monkey.",9,The Simpsons,18
Trash of the Titans,22,,"Homer feuds with the Springfield garbage men and decides to run for Sanitation Commissioner. After winning the election with a sleazy campaign, Homer can’t keep the extravagant promises he made to the town.",9,The Simpsons,18
King of the Hill,23,,"After Rainier Wolfcastle helps Homer get in shape, Homer accepts a challenge to climb the Murderhorn, the tallest mountain in Springfield.",9,The Simpsons,18
Lost Our Lisa,24,,"Bart’s latest stunt thwarts Lisa’s plan to attend a museum exhibit. When she tries to go alone and takes the wrong bus, Homer sets out to find her.",9,The Simpsons,18
Natural Born Kissers,25,,Homer and Marge try to spice up their love life and are caught baring it all in public. Bart and Lisa discover an alternate ending to Casablanca.,9,The Simpsons,18
Lard of the Dance,1,,"Homer and Bart try to make money by selling used grease. Meanwhile, Lisa organizes a school dance but feels alienated when a new classmate and her friends try to act like adults.",10,The Simpsons,18
The Wizard of Evergreen Terrace,2,,A midlife crisis prompts Homer to quit his job and become an inventor.,10,The Simpsons,18
Bart the Mother,3,,"Under Nelson's bad influence, Bart shoots a bird with a BB gun. Stricken with remorse, he tries to nurture the eggs from the bird's nest, which hatch into a species of lizard outlawed in Springfield.",10,The Simpsons,18
Treehouse of Horror IX,4,,"In ""Hell Toupée,"" Snake is sent to the electric chair, and his hair is transplanted onto Homer. In ""The Terror of Tiny Toon,"" Bart and Lisa become cartoon characters in an episode of Itchy & Scratchy. In ""Starship Poopers,"" a growth spurt casts doubt on Maggie's paternity, and the family goes on the Jerry Springer show.",10,The Simpsons,18
When You Dish Upon a Star,5,,"After a chance encounter with Hollywood celebrities secretly living in Springfield, Homer becomes their friend and gofer... until he spills the beans to the gang at Moe's.",10,The Simpsons,18
D'oh-in' in the Wind,6,,"In a quest to learn Homer's middle name, Homer and Grandpa travel to his mother's old commune, where Homer embraces the hippie life.",10,The Simpsons,18
"Lisa Gets an ""A""",7,,"Stuck at home with a cold, Lisa gets addicted to a video game and neglects her homework. Her A+++ on a test wins the school a grant, but when she confesses that she cheated, Skinner covers it up. Meanwhile, Homer raises a lobster.",10,The Simpsons,18
"Homer Simpson in: ""Kidney Trouble""",8,,"When Grandpa needs a new kidney, Homer agrees to donate one, but then chickens out.",10,The Simpsons,18
Mayored to the Mob,9,,"After a riot at a sci-fi convention, Mayor Quimby hires Homer as his bodyguard, and Homer witnesses the rampant corruption in town politics. When Homer takes a stand, he runs afoul of the Springfield mafia.",10,The Simpsons,18
Viva Ned Flanders,10,,"When clean-living Ned Flanders wants to experience a new side of life, Homer takes him to Las Vegas. After a drunken binge, they marry a pair of cocktail waitresses.",10,The Simpsons,18
Wild Barts Can't Be Broken,11,,"Scapegoated for the vandalism of drunken Isotopes fans, the children of Springfield wage war on the adults by broadcasting their secrets on the radio.",10,The Simpsons,18
"Sunday, Cruddy Sunday",12,,"Homer and his friends charter a bus to the Super Bowl, only to find that their tickets are fake. Misadventures ensue.",10,The Simpsons,18
